"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
-4.47166733877454,-13.4063073376901,-16.1318257450606,-10.9344675569744,-10.6593638953953,-11.0294034898914,-6.41933102476643,-5.99932277252339,47.199628071289,45.0942747009918,38.2704145324125,30.5665973908792
-16.932193664982,-4.16164020404359,-15.1691299759112,-8.15170788540924,-11.832035152568,-14.0621018875553,-16.1041197776105,-13.493964034602,37.7166368288454,39.9068440902745,52.7427813526941,48.6620040421025
-5.30835477335239,-8.47120326289255,-7.51653529671859,-8.93674944602372,-5.98088419836201,-15.6212752024001,-8.52693821459869,-15.6160161995753,43.823152332165,56.3841633062577,31.5859856231196,29.0951370287512
-15.5433135779938,-6.91309668038133,-11.2607212226596,-12.0887925668391,-13.6684354808684,-14.9675723822191,-4.45904858637788,-4.94388513896475,25.0235173367313,49.5394197920454,70.1504709373112,7.6564187537937
-8.53691839038627,-12.7859243393689,-11.1998483264572,-14.2644548345432,-10.207144002032,-5.6197916016411,-14.8780241795736,-16.1864168963758,10.0892907669826,13.3216328156297,35.5273576325155,40.1754972373077
-15.0145618007546,-3.72615839826735,-3.81437870459957,-14.3364433799833,-12.0292091091853,-6.47051337919431,-12.054164710945,-10.7689575334922,36.3986935436726,7.92957565897959,9.38463767145295,49.0643371197337
-7.80887198297633,-5.60432800560305,-15.5926565540461,-8.78181962763984,-7.91955697978009,-4.61560485301912,-7.81576655488834,-15.4590986804939,5.85211950679659,8.86712004141882,14.5059986295935,22.1521490202402
-12.8450712316204,-10.0730876960098,-8.3528243784043,-10.7698164448794,-5.49606876632944,-15.1297769775824,-10.1397816924229,-16.9062167729042,36.9544617903011,52.1822090517555,9.10117205242859,19.2950421530753
-11.4181943721077,-15.9875901976908,-4.08079146438697,-4.09226777275372,-5.92832319392264,-7.69915715902764,-12.3396235556235,-4.67226474500913,19.1846728011325,63.9908178890299,51.3486381005205,30.3121328713547
-6.81233593543246,-8.24212337110471,-9.33042683251016,-7.1709200473316,-11.3458001106484,-4.7160998350461,-6.14559616953973,-7.08085467974749,51.755107621575,35.8207965012523,36.7710256224847,1.39378417439293
-12.530401452601,-12.0325498699225,-13.8579656797172,-12.6901178927836,-5.79116536874603,-5.47081826000055,-9.56670252715517,-7.9178606776339,37.4841198495647,51.212462231121,29.1372171690396,67.5654038038105
-7.44636157256737,-12.0991320490031,-10.6884455488143,-8.63491164570209,-15.6458023323477,-11.8784755526399,-9.63438861739589,-16.2134685228472,15.6522118941473,69.6746850808966,67.3984833252383,42.1664909290324
-8.35521906584175,-16.7572993264953,-13.6327075457918,-13.160198461147,-10.3506155575281,-6.15317165461648,-11.5193943941933,-14.4082818582579,4.78062361794873,29.3532479589223,5.54756169467582,17.1836908730096
-14.685431961393,-5.256968376162,-14.2820893842676,-6.76694801027561,-3.37349336371571,-4.44216479696287,-10.7891153571676,-10.9015313628903,13.8719146556687,72.6110589849763,5.03807097882964,39.9000296736311
-12.6907529624216,-16.6124921658197,-3.40935295647941,-7.48775073737791,-7.63139917392051,-10.7662084172633,-10.7809681101167,-14.3921036010534,19.9817489261564,27.7327477903047,4.51015469324193,22.7422739713336
-8.73285393297626,-3.13715291979676,-8.10794962912425,-15.1079212443465,-15.2790208015367,-8.21763798654452,-3.96333038462326,-4.54612443040265,54.9926351389498,54.3006097561622,15.4873672660149,42.1257446176198
-12.7491793405395,-16.787432564504,-13.1914992800103,-10.1870965436874,-4.58156273908401,-7.82445528480876,-4.94878840104304,-3.52010324160848,67.6498662289116,39.8251278878131,4.20371023779153,60.023539296363
-4.41711359598208,-3.73720673894975,-8.21224808661826,-5.84185207154881,-12.2581529836431,-5.63883203997137,-4.52196599527681,-9.82248344098264,33.6832048613112,50.6511953486537,17.788849595451,45.0548023169744
-6.87032735285023,-6.4607092665243,-14.9873482014369,-14.303864257236,-5.55669291258184,-9.11131170563586,-4.56880197353382,-14.3293320746832,5.73842110384139,11.2510305929056,8.95737650110968,29.6975723215146
-9.28446268564277,-11.1485715385722,-5.90095565525768,-13.2772552491571,-5.07501124208281,-10.1315588193419,-8.83970636673318,-5.26496128324419,0.496482298406772,61.0520143298374,66.3230505691899,46.9209991693147
-8.74388282219088,-4.02034725347627,-10.6663561670855,-15.1455507091582,-12.142588438422,-10.7927151769106,-10.6308155230847,-9.80237313554017,49.7530163856398,47.0789149153512,34.4535091047466,8.5027427716821
-11.8855567156454,-7.41742313682614,-4.00642556712264,-12.8491412628554,-6.19690053539537,-11.4845394164049,-14.8498002161589,-12.3311070323177,40.6332775251358,27.7945358883706,67.4661834435014,72.1517994398077
-10.0321431297683,-4.77496342848754,-5.97096191265993,-6.15077184621058,-12.4912733989526,-11.9465422792262,-10.6504082367891,-4.03356998055382,3.28022332329419,21.8593224306707,65.1512099078041,48.1843435911345
-14.3556785489712,-11.6381823607436,-14.8287470577899,-10.8960865257699,-14.6692282279157,-3.50738965211157,-10.6066718114391,-8.34921115483204,5.41078724556137,71.1283001987496,18.3557313050609,67.6281279232004
-8.30496489615645,-8.87421103928145,-10.1408063248028,-14.6457593598557,-8.59430569549184,-3.57789494483266,-5.32832985802693,-5.55021079101414,12.0581224654627,69.4408725543763,37.4440342696442,1.46029405089794
-11.3291442786716,-6.10531831224822,-11.6090200598915,-8.39660521059949,-15.4687770569059,-7.84392396003939,-16.6343308473527,-4.40624676394695,55.9504497817601,48.9903548246773,70.4764167864458,56.9963429103373
-13.6408987187655,-3.22382270099409,-4.93049933957122,-8.49570890919911,-15.1145515296585,-6.16830270354403,-8.85799529822078,-5.16505416495353,63.0795854988915,10.2213124526432,6.70706372838467,52.5412151743309
-8.3460208450458,-11.0995175496531,-16.6885749967913,-3.62186207445804,-4.34988253562525,-10.961904848421,-9.89568996532727,-16.4218213137421,44.9747663145536,71.7209044516494,36.145488941489,0.467652692715637
-3.90090985419555,-12.5723958886261,-12.0380839854651,-3.36538632859895,-11.6305257978388,-11.5025797418095,-10.7987009400353,-14.4655034585483,40.8949838270782,48.0449496361194,66.6476524634287,14.7099589556514
-16.0148194667459,-10.8069824856333,-4.65075660319952,-9.74526395267667,-12.6450121880407,-15.0204459324637,-11.7501221241131,-8.94391270499257,28.0080280391383,39.7891339559806,36.1893916510278,67.253475131141
-14.5807120782249,-5.40158503428707,-11.6748281930042,-6.75750696384674,-14.831863793564,-13.1856828344162,-9.28061614980176,-4.15426552653778,40.5487790653249,31.2668552921154,36.2663326822047,74.7998834184429
-12.28165213056,-12.948201800541,-11.6124270685269,-6.78532616320718,-15.88603168337,-6.04550310384436,-8.2605416821898,-7.52851410260284,20.9914539454447,71.3110772779968,69.1694942775706,1.54371289280243
-7.66931168822618,-3.80899613797804,-16.4046697004004,-9.47500523412321,-4.20041690483969,-12.0721610760833,-4.44705237775808,-6.69763517211005,9.86457214878174,39.349944605038,62.2336152112344,39.0516921813134
-15.3965296821659,-9.06802239451604,-6.88135943211382,-9.15217433365062,-14.1338685780033,-5.87829282649932,-11.9803555396381,-12.2546833788753,72.8895981433103,65.1611720468849,72.3539854311675,16.8234184932488
-10.7695411049719,-5.4759817325878,-12.4098673784682,-8.36512568730535,-6.90387479635095,-11.3910588318757,-5.24907474099333,-9.5360560070551,54.4089686813881,69.2054016735172,63.9139765111904,48.3008873721643
-5.28608969867276,-14.0686944822432,-9.40667360377498,-4.20824033245305,-11.8593639186304,-8.45260954048857,-4.91346200864669,-11.2803303716155,25.3221147875127,73.7342656424968,10.9175018602225,32.5045216363622
-3.66954245362245,-15.3845240202178,-9.26380658857385,-15.0419057918661,-11.6974714751332,-13.5801512976727,-5.25478186687082,-16.1299125509746,69.6238923350174,5.59096669775317,62.3235104685591,20.0869424707023
-4.48609378282353,-3.69622808939172,-8.19023372085718,-6.5489275590675,-4.974497223855,-16.5288817474968,-5.83838862500899,-9.99464565228671,28.2907080944802,28.9800102017121,69.653923846304,73.2484545786807
-7.33688434254052,-15.2829786474044,-15.7421562859523,-6.3993572803014,-7.89576880695671,-10.7421362709519,-7.2169445330156,-8.17959322067676,7.5282254872669,68.4491197065159,28.9211236713803,74.3129349180905
-14.6008822135516,-13.7949628863423,-9.17208412637515,-11.6412904951097,-11.8421738290419,-5.43706679672422,-6.29421533144079,-8.99788030404411,61.3000671246322,49.0819367008167,11.087117504573,14.6779693658813
-10.8367281555487,-4.44526525880443,-14.6193408132764,-11.3888326216755,-12.9695258760909,-3.36435007210821,-6.43956332313502,-16.2691145333624,9.75257424360607,38.0247629428224,8.69156333696446,11.7247594080458
-3.77663177526882,-8.40678682890767,-9.32047867655056,-6.89950643650861,-5.4571746025593,-10.3773403775454,-11.9419561953749,-14.1137381408704,12.1333198507782,48.267452490516,58.4468458226533,48.540128080768
-10.4562477180157,-9.84078825135203,-16.1604847552557,-5.93783682218799,-4.11787537772208,-11.1039951427244,-12.7145032010907,-11.3155157301519,69.3396994103619,37.2551474220352,59.3675381843001,20.4980425756832
-9.43555695231399,-13.6731749446625,-13.5431879021251,-5.02299317653058,-13.176142743547,-7.06474112963397,-6.91037822617544,-10.7440695294398,21.8378883043653,24.9709783744183,44.7120482886792,7.99069807280903
-5.75886589509994,-9.48948497344228,-14.4042015434378,-5.5804045018754,-7.9941712775589,-11.2960387382745,-15.6537079457599,-16.6694851805381,16.9455803873367,25.4177378527354,60.3244903095241,33.6384815071186
-8.26827368464787,-7.5066597051206,-15.2093343198751,-4.15427877623867,-9.69899056987697,-6.22702956424514,-7.49240285911923,-9.07615534726577,13.608893115737,32.7654669039824,49.928081190493,0.688762419571867
-8.15735384364426,-10.1917792152781,-13.4095231334986,-16.2738259941237,-10.9974355795574,-14.5877497684644,-3.13448395682173,-11.463714736063,44.4484399339242,42.4974667939707,42.8172078249219,34.5659475093358
-7.69686397874542,-5.65561039124243,-11.1095092400019,-13.6879838900571,-14.9003998300452,-13.4291849415167,-9.50122424263321,-4.14431903676037,7.80258692055359,2.29287358032307,62.6998036152217,26.7226516207389
-12.3560681359759,-14.4869509995552,-11.1690405720808,-5.52660028940719,-9.85951597731979,-8.29339590961998,-15.2758181704343,-3.92049236315535,30.6074265842268,4.40342569174245,74.0136517463601,43.5032143267861
-12.0883303864375,-3.40440118909394,-8.39532571492018,-14.8088360036183,-6.21785530588171,-8.76678584546177,-3.93607385568181,-11.8297724331799,64.3822083450446,31.9443253233971,57.1556215545454,55.0247781623912
-4.14800932275085,-4.75219485132396,-8.65346051001083,-10.4179896172849,-16.1688684213213,-6.37216467006737,-16.8807219976014,-16.7785595238679,30.5039931242529,53.8428118580254,22.0397116035456,23.4005996045773
-9.37150522967894,-12.2869907147107,-13.606821902696,-8.16778410958266,-11.6051766736181,-4.87895710032945,-11.6867560658813,-12.922521911751,35.3775841671566,56.881918797089,38.8541344853933,4.16237971165683
-3.39100382326869,-9.75986396410828,-4.05504046279704,-3.16105578990653,-16.8320308918008,-3.27213679570751,-11.7409235358266,-14.7033881852659,57.4685490110249,37.5458452616818,41.5537055435241,13.6164195435529
