"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-4.73359100620402,-13.9306305917818,-3.27260982436314,-3.62200825955533,-6.87508093604678,-12.6834271535804,-13.5225871669147,-15.7590342886327,41.8599545443081,61.0031915456057
-6.21541423012596,-4.70076716274722,-5.22128814339917,-8.27456066770665,-4.34052626562119,-16.2952078109635,-14.5796794294002,-6.46181599510228,33.7979457555804,14.3987671643787
-7.35083841510117,-13.321285371087,-5.16114967140928,-12.9097441791147,-4.59812891600793,-15.502590031846,-14.1546102306102,-9.82613216965646,58.9830987010093,12.9955001494673
-11.9006433331827,-13.0982521407036,-7.54015422422532,-11.1079363041027,-8.98674320811639,-6.15124164770311,-8.20031863685977,-9.27413455446856,65.0011367071944,64.8997087269905
-10.6374120946568,-6.57965742653515,-8.53075896525523,-9.59495654226979,-8.64325200721808,-8.59027204646915,-16.1426733091613,-9.71986451111129,36.8171996416524,27.123659959354
-8.55150872090226,-8.30486736604851,-12.5845651299972,-10.3012271924652,-15.6720600404479,-16.8667750204839,-5.27044830600731,-16.1981279198872,60.6486297933385,34.1550701714004
-11.798882163805,-3.50403930540523,-4.50548085417086,-5.07989647403825,-3.71786244015116,-4.32220603496069,-15.8960355715472,-16.2514004864204,71.3033564153127,68.1964351359755
-16.5627764142747,-15.8508535788283,-3.31054637393449,-5.74915823549451,-16.4736290161405,-6.72377577725239,-8.99328392174048,-7.66522833176469,6.00257619610056,51.7805644056934
-6.02497045546491,-13.7459259749618,-3.09775141492207,-8.32378606463782,-12.7597482222668,-13.3612668881873,-12.8703571672644,-8.6151576413298,71.796106930665,73.7953596581414
-8.7202479269905,-8.9324464378967,-3.22567266807565,-4.22107236447511,-15.7159643610902,-4.96290598335862,-7.00130128921382,-13.7649458207064,4.3859240630467,14.322623343434
-15.6962162693036,-10.4784473767881,-5.30232491821703,-15.4950026401365,-6.98787002323708,-12.9792971456614,-4.86948412829218,-13.8015462751533,29.7310317628202,4.64846232552663
-3.86612804377079,-4.49746347290091,-14.3971603739094,-6.96598687794898,-5.68681547737354,-9.19789536142396,-6.72496708880598,-13.1757859981209,50.3467590937391,11.1816241583379
-6.0918680074662,-10.7489907072247,-3.71810569517501,-12.6942897541509,-11.9369119789717,-15.1025768667888,-9.17331642186036,-6.73905880500702,20.3936479024007,4.43071947302087
-5.29581186784199,-10.3826250654645,-5.44494358525006,-6.51220532979304,-15.8997723098099,-7.30734147797059,-12.7351759970761,-15.664886921199,27.6547933670052,64.6944923352858
-12.3368502758332,-16.3427930043582,-6.66980413945205,-15.5501262438614,-10.9188013933483,-10.5366129278578,-5.15316541613545,-6.31726304328395,71.772176034929,35.6639314816974
-10.5889059365229,-5.97205094315391,-15.283016487678,-14.486343941438,-15.6880418160753,-10.5595815487765,-9.80602653151704,-16.6426252154219,49.9202276610013,2.4612373115262
-3.8384276816831,-9.20847073202627,-12.8374525990593,-16.8509969068682,-3.42277106635878,-11.1623202571813,-16.6268126587342,-13.613789702076,67.6766625793011,49.0793953810993
-15.5571169139752,-6.69516111926455,-3.37434732193686,-10.3335596144544,-4.40093208125094,-9.44250343887042,-16.7381430498129,-13.0005515615637,31.6826824288582,39.18916462161
-7.06775734598236,-7.64550235624798,-12.0095222619781,-12.8516392466095,-9.46927860429138,-16.3260618835436,-11.309052950297,-13.6506765747848,15.4772960561793,16.0729848157091
-12.8691241358723,-3.99900104351342,-5.37630530735292,-12.5016677305517,-10.7418616835037,-15.8821521723266,-5.67257838028763,-8.79139514384419,68.0612869303732,49.6827546723071
-3.35249355473975,-9.88483821651479,-13.6734213435431,-4.69328369572619,-10.9792476334139,-12.919225027876,-9.1168108912548,-16.9432062765383,14.5267507216427,56.1638929534529
-16.4225087657291,-6.36002221724344,-9.32560392280016,-13.4703524920652,-3.55034501736844,-15.2875248799734,-16.4570268457932,-8.7557556617735,34.5038354862132,46.3120664075192
-10.7480778050441,-16.3756280832868,-4.0730601620907,-12.7099638527213,-14.5160700901458,-14.0892162784114,-14.4808778999876,-3.93661215271708,64.5482579778589,26.3765928458248
-8.4625951106688,-9.37800770216668,-12.4593130138046,-12.6328390038908,-15.3904278644226,-10.2387555124704,-10.6526913464246,-13.0931424496709,13.0032049422443,62.0281060013047
-11.3182430572179,-14.5726790036894,-15.2746789852022,-12.9986100451089,-12.9127427622164,-9.25609792996198,-8.60347629401879,-14.5918887835965,44.9792984596628,20.4341005972121
-12.8443861649907,-11.9143358156062,-13.2238230298772,-16.6683137245192,-13.1880664873347,-7.37817169087008,-10.4955520821516,-13.3705380271776,23.6460442152049,18.8029339840868
-4.6166677482673,-16.907677531396,-8.51787664617691,-11.4181050064056,-11.8128152086325,-5.3476192823695,-10.9856088896622,-4.79298371008784,11.4692909145844,31.9899179686443
-6.66363726589922,-16.0006101169782,-4.1546202512742,-13.9037780054715,-11.2431826753626,-13.6214106333666,-7.49294701211061,-5.79425411803974,46.7442752971547,28.8934558474808
-3.81719577773381,-16.1518168634395,-16.894023784725,-9.68104123996617,-13.8158022792251,-15.1903939613672,-6.48814973950898,-11.5277492507352,12.2875333497708,18.0521667571797
-9.36550260365242,-11.8157253939919,-6.12335660884343,-9.45895446454268,-14.2456919558952,-14.3986422498785,-13.3186112410263,-14.2882870905469,57.0723887758737,6.85437643715995
-4.57789529877715,-16.9248454554356,-16.3887423152393,-15.0010454477496,-14.3519715603255,-14.1749304111782,-16.8468664782932,-6.12696568174101,58.7381200959266,16.5367634807189
-11.6898852276937,-4.35432587754168,-15.5285937551884,-3.64311476001563,-14.6712343838406,-6.85123155907961,-7.1587937853327,-15.3564091753974,45.6701241556322,23.3390139106312
-11.3646554098087,-5.71593744926108,-15.8688577500805,-9.95901839024248,-8.34332070493838,-12.1457807144327,-10.0459079735926,-6.52943228061264,9.03661271429155,34.0478696879873
-14.6815257786047,-4.56169963781675,-10.2294884339185,-4.51387260693917,-11.9104736678796,-11.0418584225718,-3.98170466634119,-5.15265798248025,60.5192297505972,52.6324823227187
-14.4823072149181,-10.8140454640617,-6.76085029079206,-11.5369590175184,-9.68576584100258,-16.8009563096208,-8.25581666417839,-15.723675813253,66.1169855967863,72.6633440128528
-15.3754429037161,-15.9103244568822,-9.24220234248973,-15.059930803488,-15.7481855327594,-9.91421214201348,-12.632685952046,-4.51157026879769,65.8009973978565,27.8731957839802
-13.5849030243116,-8.908133588525,-12.7705280799614,-14.0887945698244,-13.8975990732829,-5.10516851254087,-14.4311601989074,-13.2792284660027,72.8992353032227,45.6714788544865
-5.42323350133933,-8.77677530679153,-4.17437314216048,-13.2290734965028,-3.8992670042282,-14.6715722097801,-12.4725069009364,-16.7593102487801,59.8256818553258,61.7633328289026
-11.2476526525584,-4.98162654492911,-15.7753891500304,-11.1330605547288,-13.0580230309684,-14.984131544278,-10.7545921798977,-15.6419352196553,25.1939136141271,70.2587756360415
-13.5258810195141,-9.97708620963013,-4.48000849334849,-4.53806247309316,-14.6494332130686,-8.98714475369779,-3.20241221529665,-15.4174930186183,47.3296315900516,31.8637611279089
-6.29506291087763,-6.94651611219114,-3.70045838512434,-5.53870320359291,-15.161758613246,-6.36400663324678,-5.34542090575676,-3.28968024122622,17.7692492427654,51.5073986987059
-13.9923333017486,-4.32162037693709,-6.62266216864903,-8.96563104043249,-3.80487153023668,-16.2057661574054,-10.8362577503305,-7.28149449795065,60.9220241436269,58.8764220817771
-4.99236009996524,-10.2629387845383,-11.0725081675141,-3.42268333686655,-5.1574964279863,-8.52628089224594,-16.8369902906166,-7.06268358429521,20.8943438899121,36.2089639959857
-13.8636376711261,-13.6970346556543,-4.2812618625476,-12.1520397651405,-5.08159719919134,-16.0962302960209,-13.2397839759146,-5.34615313069103,8.46844433632214,10.8216807019897
-6.98224809898343,-4.87835597945051,-12.9434313057046,-6.93362465919228,-3.58466006346,-10.9483452937109,-6.55372517051315,-15.577279289491,18.5960002954002,24.3067785006424
-3.66413525023917,-14.4865433168192,-3.79405733161699,-14.7297262023846,-15.0411680720318,-11.4922179566054,-6.21347338414099,-3.40013599845907,59.607581503439,4.96804305785336
-5.97761987604247,-11.8860437537432,-16.2418559520282,-14.2453998158043,-5.48786824094551,-5.55177631189628,-9.58701552165905,-14.5119915066711,7.58399878468481,33.8049378729193
-4.92455969212297,-9.36295850384049,-11.7868906870061,-10.2321123395632,-16.8879205798041,-4.89674352128059,-5.30567404349474,-4.20841423241887,34.7518046716985,18.4186282234441
-4.89505089934683,-11.977924268553,-6.19138380552083,-10.1738157201638,-11.1248394439467,-12.0014186301553,-15.0184496708526,-4.0459825837668,28.0984980249486,28.3715210498893
-9.05327631146787,-12.7001738629807,-12.1033219454023,-3.3332876638961,-10.9540419874033,-15.6278002487216,-15.6116598807797,-4.08298343486385,26.6744824408321,3.58450925214565
-16.2458805089318,-10.3480779504701,-5.34707824884309,-11.7096669479613,-4.25444638524903,-14.0217645016182,-4.41082174371881,-9.47353250583028,8.92280097122421,13.177686884813
-4.85940570998192,-9.9302108317907,-8.8334835162363,-13.9843587841112,-14.908864995399,-8.36872463080473,-4.57965069146827,-12.1975126257758,28.9032124861842,47.932467853697
-10.7574585676333,-14.2433563072626,-13.8999562106677,-14.2278438173272,-5.50569395353971,-15.4267684257962,-15.4387709361687,-13.2613509372929,36.9733751287276,58.6278216950828
-5.67335554989288,-16.1666261319937,-14.1396306378217,-16.6952642645426,-6.67672205641959,-8.17539224725636,-6.32909963627765,-7.86750630959962,46.8020848624874,36.5246442107367
-10.0509554273975,-16.9833986266223,-15.6921704572523,-11.0232037185002,-16.6334679169245,-5.77801353467163,-4.07070978407143,-15.1993394047557,59.0426604890905,68.3054995835409
-15.3507665100461,-12.7410278457976,-10.9706138379592,-4.05448647000594,-14.8726299820677,-8.47958057156019,-5.28812888591131,-6.05826963604009,27.0838656131469,11.4600014373602
-10.6806765817655,-9.07462990673631,-5.18218410727428,-9.94653815475386,-13.4258684863271,-9.27897830002057,-4.4615786741334,-11.5456509407866,22.6149087459664,10.7896960332175
-14.9108575720354,-10.5292820610893,-15.2600921976031,-9.16625617989711,-15.0250133443973,-7.96171702051721,-7.2601369921607,-12.5650562538011,52.7627458636765,69.8087360759557
-7.42350996886846,-10.5998925548131,-5.75525633988809,-13.9502302164049,-3.25733930406254,-3.31516494125361,-11.2534888837845,-14.1797771613193,64.1605948645505,39.34175976853
-12.812376243805,-11.612071865554,-6.16211088829115,-14.421258575534,-16.1923658363712,-12.4086410042457,-7.1874809800894,-10.3109427096574,35.0454337483097,14.9379656516598
-12.0547640992072,-5.38758805739414,-10.2856930129812,-7.46917546604527,-6.01506151861837,-6.70326144915493,-4.60900588380732,-16.3925170843955,4.32628843296552,7.35047993646003
-16.9548842237727,-14.9525827350528,-6.24905427878071,-6.22278207960865,-11.9681911471053,-13.1599289110904,-13.9846281526717,-3.61252810361842,45.449610946211,73.834601070662
-11.2725850763707,-8.98969146136614,-14.0457005836284,-4.71612011422822,-12.9711486782576,-5.03203577805776,-13.8186250624699,-11.0638959938437,32.6859743607463,27.3678828883159
-9.46808259575255,-3.28164832020178,-12.0446037556794,-14.2565692985584,-10.0499794009952,-14.3341000603484,-7.12536639888724,-7.00127938061813,48.8689528872434,74.5161750785017
-8.34153971615387,-10.8583073217929,-6.84864095489355,-3.45487016268866,-5.79079976743599,-14.5556655711555,-4.52900741162104,-14.7743768796395,32.2269601046748,37.9473213030724
-10.9502745153732,-3.81273401155649,-8.24016752919322,-6.33769755479181,-14.4809112894172,-7.12027094558487,-11.524003910556,-9.05481637045881,33.8563581005903,21.7196074872336
-7.31721524555841,-8.62592525135307,-11.6146785755181,-8.38332092262478,-15.2597470806981,-7.82485315150116,-6.61779301867634,-14.4195520475861,48.3493815731665,48.3359734751168
-6.87721918931091,-8.51644826923404,-14.6684137209193,-11.6729104815288,-13.785171805291,-8.74616066687042,-4.95502218480501,-11.3138147660876,65.7002979539044,23.8616981927364
-14.0750481880303,-10.2456186428289,-3.02027597058471,-6.7748196992944,-12.8928191863885,-13.927869491478,-12.518940148727,-3.26914049223391,57.3552720903419,0.98138367360807
-6.16656720447308,-16.0350237033367,-10.8313308456871,-15.8932045332594,-9.63988550273376,-9.52704622817319,-7.94087157956557,-7.97368081494281,69.6431344688754,42.5161505422206
-4.5432252410627,-8.8627828109283,-3.40441017902363,-10.9032252798812,-10.3726739351163,-9.71269205201231,-13.6278465071484,-3.72063555829972,65.9560779047606,57.8594287490181
-3.99383438439434,-12.3702846427481,-10.4154123251531,-8.07075235867966,-9.83363212512946,-3.09529382560542,-14.1084561523804,-13.0775425488395,21.0504699914076,31.7890386393119
-12.3110884079961,-6.54269165380206,-3.43691130252881,-5.05303455770155,-3.85219434544304,-3.05898949623713,-14.0226658218349,-5.33712043794058,71.5753173374862,37.7745260784868
-11.2059159840937,-15.4027190981135,-15.5454419188956,-11.1059017813117,-7.6118329862752,-11.7705204296405,-14.0449934964282,-7.15478552248981,23.3940923922986,73.5768195482553
-8.16571029908629,-8.69801129836962,-9.14293879231578,-12.5793099619173,-10.5321302281376,-8.06835779480496,-12.5947082390417,-7.31584665814228,60.843820138491,52.0441533110978
-13.0661371791856,-5.840584246994,-11.7055950983944,-13.8037994912658,-9.61896245616628,-16.4348261939064,-13.9166316989767,-13.4121237850152,1.87977841185057,3.93332721872139
-8.43868685030611,-16.2483330443762,-14.8616723673763,-15.4367488042121,-4.09900473877694,-11.4137680407772,-4.29131588141015,-13.6838215606273,22.8659979418328,11.7347852429026
-8.39944306504866,-7.51745042728912,-15.1569609144065,-10.2772306598136,-6.50767154646106,-4.86117432588292,-5.89332207110757,-6.17544694512338,53.1609626905527,8.30363043291145
-7.75876723173494,-16.7990825079102,-14.9135628163242,-12.1329207724566,-14.1571847882522,-9.51680741085671,-3.03675824917248,-3.89972050034907,19.592350114655,66.166806552076
-13.1873642056719,-4.24570222950308,-10.1130498340321,-8.30575358457351,-6.65572593982099,-11.1510870833788,-8.30038738224469,-16.5398593059154,51.3604090438457,14.8460339513083
-3.61019164642179,-6.35655410193372,-12.7128887270251,-10.894152780137,-10.1839678975223,-10.5685781446495,-13.6515506221452,-15.133652347743,2.37885092819924,62.1020339100331
