logK_S_M,logK_I_M,logKd,logK_S_D,logK_S_DS,logK_I_D,logK_I_DI,logK_S_DI,kcat_DS,kcat_DSI,kcat_DSS,kcat_MS,Hill Slope,logK_I_D_difference,logK_I_D_abs_difference
-3.78568302300759,-16.3045311123235,-14.2361233985065,-8.79018474978022,-6.5213823835589,-10.0801606764859,-10.0801606764859,-6.97125019542081,44.7419529032602,48.2074293508718,8.3400424443651,0,1.8007755691676353,0.0,0.0
-5.38926751871267,-15.4002764399122,-6.62687023511669,-15.1161733441413,-11.5207168717613,-16.810707619065,-16.810707619065,-6.51454666120093,23.2222880710848,48.7850580075465,70.9685625587997,0,1.6073026489270308,0.0,0.0
-15.2525283853589,-5.27765957325511,-5.68259723106818,-14.352521343824,-15.5579483776009,-13.8815394188273,-13.8815394188273,-11.3538787888899,29.9059048569063,65.9421842993761,37.6548483925872,0,1.7292225111784858,0.0,0.0
-15.0239896360636,-7.60756375419255,-14.7931309571587,-12.3983507187008,-15.7537933957265,-14.0295441546468,-14.0295441546468,-9.86558409351762,74.2065282672469,50.3787752273376,0.11934741132427,0,1.9173051431221333,0.0,0.0
-5.64598977993848,-13.0808918751483,-3.99801828591851,-5.98617261855304,-7.08475836885115,-10.8110049732756,-10.8110049732756,-15.0057262217538,4.72709330437356,37.2326679766935,67.4337939418852,0,1.7617137704445478,0.0,0.0
-12.9710307742916,-3.0638800300248,-16.663303351664,-8.83160012791119,-13.6661491426779,-10.3894079578612,-10.3894079578612,-9.76743694899743,53.3047065512685,40.8473060137709,71.9909728484403,0,1.7053739830196872,0.0,0.0
-8.44705511747673,-7.97739771013567,-15.8019674198069,-9.86292834548932,-11.0616050357777,-14.6570487165162,-14.6570487165162,-3.61274835556745,47.6930823622097,73.8569320573064,48.4662974349281,0,1.791276006166914,0.0,0.0
-13.4457606551535,-4.32236049715895,-3.22365980346268,-16.2315622297749,-8.87143872549525,-11.9163291580174,-11.9163291580174,-9.03806700891349,53.071923297958,33.588112280611,12.7868352199963,0,1.5488754611952416,0.0,0.0
-15.3024377026679,-4.91608023252012,-15.9323118280517,-15.5295702559059,-14.8101006587185,-5.6308958828249,-5.6308958828249,-12.3302981586708,35.0516933016828,56.0519613730896,29.4916305110324,0,1.8009995937573857,0.0,0.0
-9.80940357597033,-7.53411341144284,-13.8198933261065,-11.9738526423685,-11.819390280047,-7.27726232841378,-7.27726232841378,-9.49865178138902,10.9585297336103,29.9540282696311,47.5297034640913,0,1.6903573180415261,0.0,0.0
-5.74660496032564,-3.60148906226316,-7.25529534803284,-14.1039183540624,-11.7797906227517,-10.894363087838,-10.894363087838,-6.86858568664268,11.0476535862952,4.69336855065194,25.9668589365785,0,1.9475906927102862,0.0,0.0
-13.1380159194395,-12.7618000311214,-14.5692855866379,-7.58149416175671,-14.9884672719906,-15.1194252030966,-15.1194252030966,-7.80779215374682,42.6970851361868,52.8401139598049,33.341744400555,0,1.755895100594687,0.0,0.0
-8.14110711137718,-4.13124929184653,-9.01948255826673,-7.33551152074896,-10.3261897841864,-14.7290354047632,-14.7290354047632,-7.23285817967495,2.00261938307667,6.80090644807206,57.2784935398784,0,1.992317708012556,0.0,0.0
-15.6701725830366,-12.7482692328324,-11.4650127852801,-12.824531690537,-3.39851256567473,-15.2649741911758,-15.2649741911758,-8.37836827732995,62.8008337698877,72.3706769869023,2.1174262746179,0,1.6549907614897246,0.0,0.0
-9.50408191804215,-16.6662091977629,-10.6905896019689,-6.05776101705013,-16.3133068092796,-4.32998719739635,-4.32998719739635,-15.1238515111795,16.3937270135852,57.9874384271039,9.03457557228394,0,1.690139512973737,0.0,0.0
-15.8467350500734,-8.52473849294893,-13.1382808226668,-12.8451673744759,-16.709946408377,-10.009909496238,-10.009909496238,-3.95460250695609,13.0141586999525,25.9747007529892,11.6888043498038,0,1.8084083107659246,0.0,0.0
-9.88865567507315,-6.26609187654173,-11.380622938015,-4.61440872237785,-8.53515181445237,-15.5405959536438,-15.5405959536438,-12.2861961824275,32.8663511477876,53.4602053437266,1.17933466749382,0,1.532987524677325,0.0,0.0
-11.8475007063881,-3.29530268737907,-6.25072607049206,-16.1432823220487,-9.75658978824643,-12.7153822317752,-12.7153822317752,-10.1728372023618,57.3348266917979,56.670318014198,40.0394491061394,0,1.799804857353704,0.0,0.0
-9.70548804074433,-15.0930332877254,-16.8457586260038,-9.10434236486536,-13.2992565603289,-16.230832723394,-16.230832723394,-11.3964870458823,44.9565960179432,62.4627123742481,48.8154663535184,0,1.8840258870539357,0.0,0.0
-9.93553969760518,-3.66881565943873,-7.07229826598521,-16.1732384580472,-13.0363407738195,-7.61957117587095,-7.61957117587095,-12.0312956157704,32.2576864107919,18.9874993320031,43.8678513009741,0,1.8092256452103992,0.0,0.0
-5.33659081978817,-5.3459461404318,-8.41580142676318,-12.7603504817928,-5.12207796489447,-11.2586144133871,-11.2586144133871,-8.5742210187749,27.6028389579908,40.5168481836969,41.3467986534233,0,1.783025496311546,0.0,0.0
-16.7610644271681,-5.00587727357214,-14.8165725082108,-14.0087074306179,-6.79464788574958,-6.3107493920452,-6.3107493920452,-5.57993837346649,51.8358784455922,72.0968248012068,39.4938579541398,0,1.7772993439813982,0.0,0.0
-12.550148251547,-16.4273615153413,-14.1776734203519,-12.3207169730915,-10.6987597414465,-14.9817222709851,-14.9817222709851,-11.2321695005358,6.09849401559331,11.2565125630936,65.390638157283,0,1.610362584724163,0.0,0.0
-10.9434887417643,-6.33658431874262,-4.76221719665825,-15.1310051922565,-8.74268875371805,-10.5231326038451,-10.5231326038451,-4.68361803843547,38.1989287441189,68.6663486596313,39.9252908345021,0,1.5405661246829092,0.0,0.0
-10.8536881973706,-3.99080507287756,-15.0393701620437,-3.4647341305213,-15.4687663941053,-7.31272768735466,-7.31272768735466,-4.63896187459258,47.7981384021579,53.9008451941365,52.6244672506931,0,1.6743500454476956,0.0,0.0
-15.2387609932967,-6.35730646130629,-9.7209687444889,-6.27292093782826,-16.3320904028472,-12.6058732915591,-12.6058732915591,-7.84924001871282,60.0199483414355,33.5243723251799,6.28208220013767,0,1.5941709950290124,0.0,0.0
-4.39409176193271,-12.1992006082372,-4.01274051817646,-5.3452113559749,-10.5104721334744,-16.8913332684669,-16.8913332684669,-6.73808993590577,59.6016361542977,40.5991329719487,46.0232305705023,0,2.34508633234516,0.0,0.0
-5.72210867166752,-15.4831379615632,-4.48032988872705,-16.4838832875895,-9.06366753076995,-12.4351022126735,-12.4351022126735,-10.4133326170328,64.3452842071129,0.346624415530823,17.2923378834617,0,1.7261704515858705,0.0,0.0
-16.6221018930138,-15.2492148631117,-16.5806025679065,-8.87598572128685,-10.1589066076442,-16.3205653764107,-16.3205653764107,-4.06796740176668,57.4302353504696,33.2226957810461,43.4405904592888,0,1.743834614176805,0.0,0.0
-3.48755411636969,-14.7852464516568,-14.3058330057985,-3.07346902754949,-11.8407956701033,-3.97493536301516,-3.97493536301516,-12.8696338281864,62.0331997381523,65.8131196849456,49.0703658909886,0,1.615310541459919,0.0,0.0
-10.3787234529923,-14.8781226455667,-4.10656016441947,-3.92726224218076,-11.1213730665701,-10.4522174837901,-10.4522174837901,-10.9926260317904,50.1997529417044,3.65043188004638,20.4787907919323,0,1.591139952137584,0.0,0.0
-3.43017012141086,-16.6894693636196,-11.3092086724821,-14.1662316917237,-6.14582584973751,-13.4072425314696,-13.4072425314696,-9.52987616399908,31.87178165238,23.5029254736146,20.1640689524997,0,1.5995733264322094,0.0,0.0
-10.0608625305528,-7.11914106887858,-11.279870367127,-10.9290328141591,-16.1375204389966,-15.502118820502,-15.502118820502,-12.6395938071385,70.7994196609128,66.5494967916165,1.52536252685823,0,1.5534083383943578,0.0,0.0
-4.95998547619162,-11.6077539239191,-5.62002233764576,-8.33773942170991,-9.14132017272571,-16.1474440275561,-16.1474440275561,-11.3203137387899,35.2014156954596,41.2692404047935,52.0326789687329,0,2.036267253712466,0.0,0.0
-6.84684039133601,-16.631241363381,-7.03813284148742,-12.0973990210569,-16.5544142741505,-3.81415544945327,-3.81415544945327,-16.4483207969586,61.01388513805,16.1334315900109,18.5116915446881,0,1.5466868291604199,0.0,0.0
-11.0720626185709,-16.3580735837109,-6.47390215594228,-7.54890116263181,-7.04607832227787,-13.4219647308248,-13.4219647308248,-8.1777716309051,56.1283108225849,73.0955082617642,54.0041496255377,0,1.6042895570750326,0.0,0.0
-14.0890495668696,-7.9335543646873,-5.388399037058,-8.68116451555537,-12.7846237247195,-13.7215408174321,-13.7215408174321,-3.03972378159175,2.21354751352337,39.8839201536204,41.1182451737404,0,1.7310549350201894,0.0,0.0
-5.99907138486859,-8.90685125035141,-9.95466116471915,-15.1774014277551,-11.0872470974955,-13.2992137698,-13.2992137698,-12.6870974425618,53.9635404375556,42.4748242711241,67.1960533030622,0,1.5416674670983979,0.0,0.0
-9.8373706752439,-3.74423175052321,-16.1868228179049,-7.24599093338708,-14.7212709973422,-15.561760846795,-15.561760846795,-5.00025616135076,27.5897775452002,11.8530485142837,70.3184302676527,0,1.8768144720560416,0.0,0.0
-15.7805332461963,-9.55068143193983,-6.56391873144358,-13.3749554559169,-13.6073147658096,-16.5309568915139,-16.5309568915139,-10.2590543329925,72.14329958171,49.4064519057632,4.3958873047668,0,1.692500774212284,0.0,0.0
-10.4097546795835,-6.200140211761,-16.4172960469145,-15.4246341571677,-9.20282874366082,-11.9442965013981,-11.9442965013981,-10.2220143194804,5.879221973737,1.58209045854164,8.81891605417477,0,1.8436945634539672,0.0,0.0
-6.1330282871318,-5.89897971675219,-14.5345806296011,-15.5515843068259,-6.84148895712802,-14.7120073911622,-14.7120073911622,-4.34152141444152,23.4034555541526,21.4832045177871,44.2286598422506,0,1.8846034595059924,0.0,0.0
-15.6296816739026,-3.5387690551444,-8.2982345825634,-5.593010905148,-16.8133848251789,-12.529313801595,-12.529313801595,-4.84920540359803,16.1856067234708,50.1007124366239,31.8255754557322,0,1.7089192039520782,0.0,0.0
-8.78981466085091,-3.01912465056544,-12.2832584449528,-13.4645332784234,-3.01433104478987,-13.3810043138061,-13.3810043138061,-16.3895304130702,54.0501257438504,25.0168377730355,3.80939840360661,0,1.818141635116023,0.0,0.0
-3.52024790316168,-5.93802665232262,-13.8341165305395,-8.30653038249631,-7.75202720841765,-12.9703983714995,-12.9703983714995,-7.14062462319573,65.1189704681688,31.5597476511262,74.5301055352204,0,1.6174548406221687,0.0,0.0
-9.88040347274998,-5.72842293028813,-15.3663527073287,-13.5366475504795,-13.0113911571982,-7.51350176788401,-7.51350176788401,-4.62470457409462,8.19907368629356,45.6183900541684,5.32635485905339,0,1.927046732420629,0.0,0.0
