logK_S_M,logK_I_M,logKd,logK_S_D,logK_S_DS,logK_I_D,logK_I_DI,logK_S_DI,kcat_DS,kcat_DSI,kcat_DSS,kcat_MS,Hill Slope,logK_I_D_difference,logK_I_D_abs_difference
-10.0737852514908,-10.9177333172881,-12.0015925028315,-12.5348267568126,-8.00561122252792,-15.1881457228288,-5.97292393688811,-6.05155119190039,20.3983170571737,14.1187321221863,10.046137690352,0,0.9821575592511486,-9.21522178594069,9.21522178594069
-7.9157464455408,-5.43667018188257,-4.59224237106182,-5.80322243934637,-6.3980715829758,-14.4202745086993,-11.2512869121758,-15.6182411800805,26.6918256722158,21.1931450572098,74.5060000404425,0,1.026738381677924,-3.1689875965235004,3.1689875965235004
-15.4556659291405,-11.5642479657913,-10.3371973517211,-10.0388351044459,-14.9973083422994,-5.8419757223581,-7.47409960330278,-16.3875419660872,10.5120593326399,49.2737377600337,16.5541676908499,0,0.9899264655577221,1.6321238809446799,1.6321238809446799
-13.9337702229,-14.2782271655006,-6.91482572034746,-11.9884262917233,-7.31215353145031,-12.5060368000478,-16.1476266307672,-9.63051086529391,57.4559332773671,30.651973643509,4.76621946378727,0,1.094598311822964,3.641589830719399,3.641589830719399
-16.9038480954645,-16.3181982690855,-13.4730980369011,-10.4154961730628,-12.0341686620284,-7.20266226805234,-15.428291932127,-14.8712497877809,37.305767947709,13.0578140103549,16.6003724558512,0,1.042127914664046,8.22562966407466,8.22562966407466
-6.78728053625161,-10.0072238707663,-15.9024150935928,-6.85367359044449,-15.5118542650058,-15.6550472059287,-11.0356874330235,-12.9684431528943,29.2896146124811,1.56500697376323,38.9269254738057,0,1.0240475819817294,-4.619359772905199,4.619359772905199
-5.38040103890467,-12.8428681389862,-16.4700761475004,-11.227000326186,-4.12923574808333,-6.24154999460187,-7.80414956356073,-15.790921524534,0.615243605989963,62.1804523026862,12.6735912166536,0,0.9145425021909894,1.56259956895886,1.56259956895886
-5.40636897311127,-6.8730696375682,-8.80443999104667,-7.9333431786173,-14.9118181862435,-5.76357442439534,-4.14162630832894,-15.2310935205277,60.8338414077822,29.6915943046042,2.14166569467634,0,0.9901528255292749,-1.6219481160664007,1.6219481160664007
-8.74523586416896,-9.45776724375505,-4.24041601409903,-9.5496085569039,-14.7141415346959,-11.2209162540585,-11.6776778397807,-16.2328015983747,37.7769450218068,41.8148342209635,60.893520301301,0,0.9998422781430129,0.4567615857221998,0.4567615857221998
-7.78780932695139,-5.99837703709724,-3.94141657649074,-8.69974076640652,-15.3754754223553,-15.0483921354911,-13.9727164742216,-16.551423613362,62.9174862684973,11.1251043117663,61.2589802278031,0,1.0461828232424013,-1.0756756612695,1.0756756612695
-11.2807850087793,-9.21877290946711,-11.0160004237802,-4.52062583272858,-7.40699329608679,-8.8290018250877,-11.0952820458286,-15.9052117917542,43.0925573217217,66.8065861168841,17.9861624590354,0,1.029102448884682,2.266280220740901,2.266280220740901
-4.94649303203402,-9.83097147221025,-16.1175482774368,-4.984564817762,-13.2789367817808,-15.2902915234491,-8.08690773434145,-14.1330675932355,57.2682394904376,44.6857497522491,42.4186153259128,0,0.9911838908598725,-7.203383789107651,7.203383789107651
-9.42243150283722,-7.14840352529055,-16.3839724517181,-5.19736105149146,-7.04809058453096,-13.3446884773541,-10.3538069669143,-9.30799126225384,46.6278439099551,8.3227711783431,12.8798123961606,0,1.0947906318760403,-2.9908815104398006,2.9908815104398006
-3.65528746524127,-7.53763338761311,-14.9079805024043,-7.0560386333419,-15.2462367025898,-4.64670725453552,-9.92608039797423,-16.5881775551597,12.6351134406694,34.8083194276434,70.3033712330915,0,1.0189681106109947,5.27937314343871,5.27937314343871
