logK_S_M,logK_I_M,logKd,logK_S_D,logK_S_DS,logK_I_D,logK_I_DI,logK_S_DI,kcat_DS,kcat_DSI,kcat_DSS,kcat_MS,Hill Slope,logK_I_D_difference,logK_I_D_abs_difference
-4.73359100620402,-13.9306305917818,-3.27260982436314,-3.62200825955533,-6.87508093604678,-12.6834271535804,-13.5225871669147,-15.7590342886327,0,41.8599545443081,61.0031915456057,0,2.670765750308969,0.8391600133343005,0.8391600133343005
-6.21541423012596,-4.70076716274722,-5.22128814339917,-8.27456066770665,-4.34052626562119,-16.2952078109635,-14.5796794294002,-6.46181599510228,0,33.7979457555804,14.3987671643787,0,1.6490453566310337,-1.715528381563301,1.715528381563301
-7.35083841510117,-13.321285371087,-5.16114967140928,-12.9097441791147,-4.59812891600793,-15.502590031846,-14.1546102306102,-9.82613216965646,0,58.9830987010093,12.9955001494673,0,1.9859914550230482,-1.3479798012358,1.3479798012358
-10.6374120946568,-6.57965742653515,-8.53075896525523,-9.59495654226979,-8.64325200721808,-8.59027204646915,-16.1426733091613,-9.71986451111129,0,36.8171996416524,27.123659959354,0,1.6470296828328486,7.552401262692149,7.552401262692149
-10.7480778050441,-16.3756280832868,-4.0730601620907,-12.7099638527213,-14.5160700901458,-14.0892162784114,-14.4808778999876,-3.93661215271708,0,64.5482579778589,26.3765928458248,0,1.5127799917712599,0.3916616215762012,0.3916616215762012
-4.6166677482673,-16.907677531396,-8.51787664617691,-11.4181050064056,-11.8128152086325,-5.3476192823695,-10.9856088896622,-4.79298371008784,0,11.4692909145844,31.9899179686443,0,1.5242555422583732,5.637989607292701,5.637989607292701
-4.57789529877715,-16.9248454554356,-16.3887423152393,-15.0010454477496,-14.3519715603255,-14.1749304111782,-16.8468664782932,-6.12696568174101,0,58.7381200959266,16.5367634807189,0,1.7192935695203402,2.6719360671150003,2.6719360671150003
-13.5849030243116,-8.908133588525,-12.7705280799614,-14.0887945698244,-13.8975990732829,-5.10516851254087,-14.4311601989074,-13.2792284660027,0,72.8992353032227,45.6714788544865,0,1.8032384810695856,9.325991686366528,9.325991686366528
-4.99236009996524,-10.2629387845383,-11.0725081675141,-3.42268333686655,-5.1574964279863,-8.52628089224594,-16.8369902906166,-7.06268358429521,0,20.8943438899121,36.2089639959857,0,1.7804723115762204,8.310709398370662,8.310709398370662
-11.2725850763707,-8.98969146136614,-14.0457005836284,-4.71612011422822,-12.9711486782576,-5.03203577805776,-13.8186250624699,-11.0638959938437,0,32.6859743607463,27.3678828883159,0,1.6907755380808611,8.786589284412141,8.786589284412141
-10.9502745153732,-3.81273401155649,-8.24016752919322,-6.33769755479181,-14.4809112894172,-7.12027094558487,-11.524003910556,-9.05481637045881,0,33.8563581005903,21.7196074872336,0,1.782190350531352,4.403732964971131,4.403732964971131
-8.16571029908629,-8.69801129836962,-9.14293879231578,-12.5793099619173,-10.5321302281376,-8.06835779480496,-12.5947082390417,-7.31584665814228,0,60.843820138491,52.0441533110978,0,1.6534683559018835,4.526350444236739,4.526350444236739
-8.43868685030611,-16.2483330443762,-14.8616723673763,-15.4367488042121,-4.09900473877694,-11.4137680407772,-4.29131588141015,-13.6838215606273,0,22.8659979418328,11.7347852429026,0,1.5058180691790084,-7.122452159367049,7.122452159367049
-6.93465240976587,-9.63081754095713,-15.6482868322423,-10.0718871835014,-15.7290326474863,-12.4812784308218,-6.65872554829437,-6.56938674723823,0,42.3855431053962,46.685795706755,0,1.6912578391207886,-5.822552882527429,5.822552882527429
-9.70939908586908,-16.8632024844158,-9.78542387156095,-14.8154668773618,-7.1712707973579,-7.65118539431784,-4.78901356283017,-9.83215086781839,0,8.2798819221498,60.9248238128785,0,1.7353530256891583,-2.86217183148767,2.86217183148767
-3.76916748380102,-4.59373684765166,-11.475528264326,-5.32668430570979,-13.4450071315621,-8.76560726609081,-9.31987541426485,-7.83461160232313,0,37.8975870889728,5.22002940749517,0,1.603129209451464,0.5542681481740388,0.5542681481740388
-5.06721283811657,-9.4767348056729,-9.63122653529281,-12.7658867633133,-16.9707725915299,-12.7368072746792,-12.6699825235615,-10.5901278838529,0,12.3854266056384,12.0696239128243,0,1.8953941199359043,-0.06682475111770003,0.06682475111770003
-6.27999688651273,-5.19059595500352,-15.0999402416022,-9.24825924596796,-3.27388458840409,-13.2397918898375,-15.6169619098827,-10.8484647999462,0,48.1330118158541,6.19034187468351,0,2.5553862032757104,2.3771700200452006,2.3771700200452006
-11.1448046827815,-7.87619581331359,-12.2073964841221,-4.38485705247801,-7.44244463789929,-7.90492842296884,-16.7750717012389,-4.99628960417025,0,42.0759414946195,47.019672752358,0,1.6608933854290393,8.87014327827006,8.87014327827006
-4.87757622146187,-9.07669460348925,-12.6213802823145,-13.965854838165,-12.5120736587048,-10.0245999748004,-11.4087211956233,-3.44180412328523,0,8.10172584282118,48.6383592095459,0,1.9085987717140198,1.3841212208229,1.3841212208229
