logK_S_M,logK_I_M,logKd,logK_S_D,logK_S_DS,logK_I_D,logK_I_DI,logK_S_DI,kcat_DS,kcat_DSI,kcat_DSS,kcat_MS,Hill Slope,logK_I_D_difference,logK_I_D_abs_difference
-3.08726063199248,-12.1629098933712,-9.79114601737866,-10.808775342538,-7.08142751990585,-14.9452857634421,-14.9452857634421,-15.5141508742482,0,48.9715455394413,11.7602762901108,0,0.9825898519099389,0.0,0.0
-6.3342576710931,-3.24377510035224,-7.71994158792216,-7.53176641310146,-7.28715616019489,-6.90246341883298,-6.90246341883298,-13.7458633580133,0,9.40934165547369,50.6231176042696,0,1.0511584867772075,0.0,0.0
-7.51446971607162,-9.68422952417657,-16.0707761562997,-6.87830276687583,-8.85029717497761,-10.9733188010203,-10.9733188010203,-15.206071133859,0,67.6414023952733,61.0140923012921,0,0.9924168916346409,0.0,0.0
-16.1574538697684,-10.7486950541274,-13.6614048228352,-11.8190192216225,-3.86857002938678,-3.88101653578924,-3.88101653578924,-7.61200524710398,0,7.62566157578258,2.99890316386591,0,1.015164256176796,0.0,0.0
-6.67197350884462,-11.4066043887851,-13.3576920615421,-9.65629170425003,-5.34499143452942,-8.60591581122857,-8.60591581122857,-12.832505974045,0,62.3940667264047,21.7076834436273,0,0.9411735502481051,0.0,0.0
-12.022534283794,-4.11709598099487,-14.3503961138045,-3.05560752589116,-9.54896738933772,-4.93269899980631,-4.93269899980631,-13.9536810212983,0,4.97409236644744,13.5236582986603,0,1.063044796169709,0.0,0.0
-10.8982965365886,-10.8519203954837,-7.92115391244227,-3.42072932612989,-4.49045073784655,-4.11056541174697,-4.11056541174697,-3.03025926350663,0,57.866537232144,60.8416400481539,0,1.0401205918239695,0.0,0.0
-10.6761208273019,-7.83636721819127,-13.0825493470454,-14.0653370400122,-8.21944329565577,-15.0857159009962,-15.0857159009962,-14.4832742326804,0,6.28362872742,3.635121150536,0,1.0758287154875426,0.0,0.0
-15.4837904202365,-10.2020487228557,-16.7066711999071,-10.5525517707192,-9.24360898293555,-9.42915578089794,-9.42915578089794,-15.8334202845609,0,33.5425265399565,71.8578159117897,0,1.0642939586945133,0.0,0.0
-3.19394930244749,-10.2344401942827,-15.9044655347331,-6.03532071993407,-10.7584452388887,-10.1266022768477,-10.1266022768477,-16.1829486824917,0,5.14911100337631,8.49098180924775,0,0.9612546905984548,0.0,0.0
-6.82522478987789,-12.7825527729504,-9.16193633206375,-7.28746886252426,-13.132429827854,-10.6900996700311,-10.6900996700311,-14.0027952296338,0,32.3020861494297,28.5940591936524,0,1.0533825515607491,0.0,0.0
-7.03447671351442,-6.3889681378915,-9.85303039106308,-3.90430589223653,-9.69888356284425,-6.32250164002273,-6.32250164002273,-13.2315791499978,0,24.9039220074657,48.0907035292417,0,0.931755744196256,0.0,0.0
-7.81978103826381,-6.41100081146648,-9.39894468394807,-10.4611316015963,-7.48587161136651,-10.4072781472555,-10.4072781472555,-13.5705821092296,0,23.3355332185049,25.0047523105284,0,1.0685944394448164,0.0,0.0
-16.3140259980611,-12.1463793743276,-8.53856517429231,-10.0253612585613,-8.95749965406489,-7.59550358814746,-7.59550358814746,-6.87647929509543,0,74.3245061842259,24.1927456463221,0,1.0835528023433785,0.0,0.0
-11.33041993648,-6.23545362703968,-7.37149793351255,-5.65237626925856,-13.8436832958851,-9.0972209265586,-9.0972209265586,-16.6437820852823,0,66.5635465844767,30.9476662770321,0,1.0416984791043964,0.0,0.0
-5.06984977708477,-14.884157888331,-11.8343007530607,-3.34865635973401,-8.38840026552696,-11.4061777700232,-11.4061777700232,-15.4763517372943,0,23.4387878003006,1.06437542352942,0,0.9168577187966873,0.0,0.0
-7.64564628348174,-12.0940294872583,-11.6983777452172,-8.03441385823581,-10.2262304943632,-6.40529794840794,-6.40529794840794,-15.542969097401,0,31.3697197730304,23.7036665846652,0,0.979300488210342,0.0,0.0
-9.2603969338173,-6.74690092089493,-11.6534680632683,-8.46039443681296,-6.48202126733586,-14.7476148392125,-14.7476148392125,-16.6907914011343,0,47.0222106774396,26.7174969120068,0,1.0044788533234845,0.0,0.0
-14.4136216817261,-15.8684324316434,-11.2097053100294,-11.4010477208798,-4.74977510088263,-9.77281751851924,-9.77281751851924,-9.88554149817955,0,1.06238844820764,0.125957673916128,0,1.0277343316022656,0.0,0.0
-10.1510913701062,-11.8779804909327,-8.82863276542863,-8.66898270898266,-4.86449388851924,-12.9212487849467,-12.9212487849467,-14.4672983751083,0,6.92766118709114,24.6897133501188,0,1.0332105601866073,0.0,0.0
-10.2877662454313,-3.8450035449951,-16.4900766273122,-11.2087049803906,-6.19140145165287,-7.71078812322114,-7.71078812322114,-16.0550902745747,0,63.7544554049964,52.4011361533427,0,1.000080646429517,0.0,0.0
-7.83344716850994,-6.65123352496233,-11.8076153933723,-10.3844523188351,-5.8063764469279,-12.0302435371513,-12.0302435371513,-14.4041259062402,0,67.1195939262863,55.0117743240553,0,1.018121967916786,0.0,0.0
-8.45492196854437,-4.73545058446797,-5.52150207403535,-11.5815958723393,-12.5170479278732,-10.6213953274433,-10.6213953274433,-15.5584255815675,0,28.3560559854435,21.6346701808507,0,1.073953350724736,0.0,0.0
-15.1673407519511,-15.0175216032187,-3.36567109923251,-11.9363814151683,-4.17320930725196,-7.79226149758929,-7.79226149758929,-6.66622544797231,0,5.30187920100871,7.74224721319042,0,1.0808859458556614,0.0,0.0
-7.17459645315027,-6.95988900480652,-9.99295402531885,-5.67776297192648,-5.6384632589845,-6.37584745602962,-6.37584745602962,-13.2545019850689,0,10.2085058677476,69.7931482831249,0,0.9372757386033678,0.0,0.0
-12.0756378833894,-9.94944299523113,-13.262946247478,-12.2164648242113,-6.29061188422935,-14.6092338477969,-14.6092338477969,-16.2300512304581,0,55.2317664478789,44.4506404232467,0,1.0341764155188686,0.0,0.0
-13.8148277841411,-10.3803148997575,-15.8437918933872,-14.7715503563518,-6.67167350745108,-5.98501373575442,-5.98501373575442,-15.7590462273043,0,15.7092673515086,74.7434258830792,0,0.9997882993996581,0.0,0.0
-7.47023271874851,-10.0857346814419,-12.2970279884972,-7.75675428769458,-3.31177342423005,-13.3791051764986,-13.3791051764986,-16.759746345852,0,6.12498841268825,30.0727121236094,0,0.9934656560492745,0.0,0.0
-7.84658985630982,-12.4582824609377,-11.2462990535814,-15.4009708576612,-8.08828191383369,-10.1160434690625,-10.1160434690625,-15.7091014731079,0,0.297634652472334,11.5756026523188,0,1.0097684383403314,0.0,0.0
-5.84572212643456,-7.17100291293254,-8.62585244146641,-3.74443866421375,-10.9935090530529,-8.39614124956355,-8.39614124956355,-14.0329707276048,0,49.039059109037,11.7976618392218,0,0.9338943201411166,0.0,0.0
-5.35263893038826,-3.91464198459824,-13.5247093162229,-11.7954709005812,-12.2943177268016,-9.72580165775912,-9.72580165775912,-14.6723884756365,0,16.1007320750796,31.5249760507839,0,1.0746939135274431,0.0,0.0
-16.2146879285956,-11.2610720206709,-13.7942647948642,-8.80752523738658,-10.3040314344252,-3.70546266436716,-3.70546266436716,-10.2258390087727,0,57.1988317653537,50.0426469656057,0,1.009164220589955,0.0,0.0
-14.1366711031557,-12.2493526288681,-13.0053615567801,-10.9539998864685,-6.09270704813208,-6.92282585243322,-6.92282585243322,-8.42798219817225,0,54.5075856503507,25.6943835351965,0,1.0292512324378185,0.0,0.0
-14.5079941851576,-7.76601075700484,-15.2444733692501,-5.89751091447705,-8.1012080661701,-12.1192736009983,-12.1192736009983,-15.8164704552153,0,33.0092926742742,48.5696350694227,0,1.0763167806402183,0.0,0.0
-9.05859864555625,-4.9322114257603,-12.293516140189,-9.36561676505907,-4.40610204773955,-12.8742319753803,-12.8742319753803,-13.7663498744932,0,58.4584329274599,48.9469187360723,0,1.031574552668692,0.0,0.0
-8.24571497824835,-7.6629943483402,-9.23185884044366,-13.1323747461117,-3.58918098205654,-6.21572207067627,-6.21572207067627,-15.2131470407061,0,45.3667880155204,43.0300405870832,0,0.9644321824546701,0.0,0.0
-9.92894919696823,-4.98689460236766,-16.0923957675025,-7.14609992792504,-10.8695650722953,-12.1927034024787,-12.1927034024787,-15.3067170787291,0,53.9202600327611,61.1612800088245,0,1.003802040415473,0.0,0.0
-11.8779191186833,-6.04480084877368,-9.20589150221134,-6.93307289078832,-12.94001017487,-5.67294697427936,-5.67294697427936,-16.3835607914948,0,18.3982093121158,63.4527680669969,0,1.013848608593952,0.0,0.0
-15.1345226021372,-9.81274439232657,-8.03116067881137,-8.20732718402753,-14.5388324382561,-3.98180625559017,-3.98180625559017,-13.5499219685975,0,43.6238700602262,30.3804635761364,0,1.0015273003551008,0.0,0.0
-12.6022545855842,-13.5106170540764,-10.6129509092434,-5.66620370700536,-8.17437512319395,-13.7405794551596,-13.7405794551596,-15.1300933230589,0,1.00056770140654,37.175401000469,0,1.0932677513911297,0.0,0.0
-3.56568727249093,-10.1022795515824,-10.3831628426053,-5.29202997124288,-11.4685412015133,-12.4064808584624,-12.4064808584624,-12.5062789794593,0,13.0973183952912,23.1098463878618,0,1.075936253179899,0.0,0.0
