"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
-11.0003758350955,-15.9022912491942,-5.37489071327867,-11.3230000475482,-13.7779246733524,-13.0417137443768,-8.98232741105603,58.2971255051612,2.86625784836942,64.1423996578669,39.8649285773223
-9.83768255074881,-16.3900676725982,-13.5102084648018,-4.80381988480035,-5.86563238081057,-5.80787489266042,-14.4847506040912,7.18996119423537,47.1289166452072,40.4625508598867,16.8635300062888
-13.3109802834918,-6.98826013125945,-14.1294649932277,-3.4590645305491,-12.8308038899624,-12.1462843613802,-3.00430961715197,55.1699949831585,71.2162702512753,32.4800860227027,0.408668995014159
-4.37253695661714,-4.29671534010721,-16.1141931801601,-14.6279174206783,-5.22849685500981,-11.7238877536724,-12.698180986478,23.5789123409078,49.4602652684553,27.9196866890125,58.5406560338801
-13.4510244357567,-14.1267530789915,-8.2412673322102,-14.4278253820189,-5.91006999911368,-14.0217694217511,-6.35268758573383,3.45688140710117,63.6045838687161,36.2305574890226,28.6551187414094
-6.46648416836513,-13.9859804852568,-13.9589714928293,-5.81299743319303,-12.9872669660267,-14.04473471261,-6.81383853522967,13.3926338670077,4.56416215910576,8.70035669864737,53.2222600116686
-8.93405695788562,-15.1488905569972,-12.4738469065335,-13.8032742800112,-4.946272968987,-10.677908784417,-6.41572083682148,7.597523264552,29.1017372383678,70.8881898617896,58.6131232755957
-5.87502617138717,-6.61399226913601,-8.10390892996732,-12.4844554629559,-11.3796761770085,-3.71362244683644,-10.4174836337441,46.5824034062738,52.0296315667278,53.9269210440048,13.4945717180322
-12.2408488677791,-12.1470260072583,-5.83961705580633,-12.083996270895,-11.0756181809455,-8.91281219682843,-5.21979605230037,53.8512026944198,34.1134026003652,33.7885629431752,2.59598630255205
-16.5743674572245,-8.02774464988615,-13.0714480673671,-5.09503755724477,-7.44969330664864,-12.89962366074,-16.369315192814,23.3561985601089,39.2854644360894,43.3851565456891,43.3060330358741
-12.8066778171407,-9.30939679030888,-3.51479519875394,-5.50908585407818,-3.74200791866565,-16.6214337834958,-10.5464899321888,48.6838548858999,11.3569245233957,54.7676899418235,73.0911102745857
-10.9401567120412,-14.3929073981442,-3.67905463673454,-3.0157110579554,-12.3774900879008,-9.14112712995941,-12.4154787858841,13.1491991257004,56.52522152171,10.1967157086125,41.6900630270597
-14.8541572723151,-5.81601939534815,-6.70831038873456,-11.6551327131814,-3.37070842163451,-15.4082895260635,-5.81418861088017,2.02698397917557,5.76148695465527,48.9881007874967,31.3356316708261
-10.5782049410962,-10.323521362639,-15.8423031450184,-16.0667900931733,-3.50218430788163,-3.11363471784489,-6.31686183424294,1.12028367767343,65.2468763245444,8.53023670378025,20.9029513067566
