logK_S_M,logK_I_M,logKd,logK_S_D,logK_S_DS,logK_I_D,logK_I_DI,logK_S_DI,kcat_DS,kcat_DSI,kcat_DSS,kcat_MS,Hill Slope,logK_I_D_difference,logK_I_D_abs_difference
-9.83768255074881,-16.3900676725982,-13.5102084648018,-4.80381988480035,-5.86563238081057,-5.80787489266042,-5.80787489266042,-14.4847506040912,7.18996119423537,47.1289166452072,40.4625508598867,16.8635300062888,1.9451305957191627,0.0,0.0
-6.46648416836513,-13.9859804852568,-13.9589714928293,-5.81299743319303,-12.9872669660267,-14.04473471261,-14.04473471261,-6.81383853522967,13.3926338670077,4.56416215910576,8.70035669864737,53.2222600116686,1.6333946977645994,0.0,0.0
-3.30661454440467,-13.8097545179566,-14.2257849718039,-15.7534183323849,-16.2201837851326,-12.3928847346981,-12.3928847346981,-12.6278819395821,26.9905476587475,47.7796710762719,38.8175046152319,12.909425016091,1.5491681993172217,0.0,0.0
-5.38642650418356,-6.21289416377712,-12.1254307225039,-10.4924911422785,-8.72424399094237,-7.73915243923664,-7.73915243923664,-7.80077862589527,35.0840186068788,50.1005561727332,30.5400853506289,52.2111622967524,1.57206005325927,0.0,0.0
-10.921295662126,-3.02492774990527,-14.2064269498466,-16.1714853910394,-5.7999034568686,-11.5373111625551,-11.5373111625551,-10.3604591013566,3.3600279198261,16.1575831067457,13.2753499945567,52.4256585360447,1.6216609890221012,0.0,0.0
-11.3427042933512,-9.1895119222058,-14.5825525469333,-15.4494465546762,-12.5998729023943,-13.6477887642458,-13.6477887642458,-11.7779415136697,2.69206892012735,52.9578336037521,7.64006029663724,38.7524586956017,1.8452094274998527,0.0,0.0
-12.0907808819474,-12.1694136574022,-16.303364250266,-11.2264189527133,-15.2748766729496,-14.9301416735961,-14.9301416735961,-6.60454883872205,39.9580642050889,24.6620853403816,73.7045610730362,33.0613750519173,1.8999812004685699,0.0,0.0
-6.30634150148882,-3.92812798082177,-16.7069630017071,-6.69659388426784,-16.5063821651218,-5.91044650349487,-5.91044650349487,-7.95158337199176,2.60187327723834,58.4460303135915,57.9338752459036,22.2298571199412,1.8941959408239437,0.0,0.0
-9.54545174996695,-14.1398185481359,-12.9628175963643,-6.17628430712596,-11.7358502805848,-15.4621186286742,-15.4621186286742,-10.8177616683044,30.0643393829057,12.2984900053998,73.3946506006527,37.8547984689649,2.0290666813728517,0.0,0.0
-9.61014578290936,-16.6902757935324,-9.27892440503091,-13.0113380605113,-3.15193965979666,-4.90630542486347,-4.90630542486347,-11.3906696744622,55.2348066829203,45.3028282826242,61.7879498853581,17.4718683335173,1.7565675582956868,0.0,0.0
